  9.3333333e-001  1.0178174e+000
  9.4000000e-001  1.0111359e+000
  9.4666667e-001  1.0155902e+000
  9.5333333e-001  1.0155902e+000
  9.6000000e-001  1.0155902e+000
  9.6666667e-001  1.0089087e+000
  9.7333333e-001  1.0111359e+000
  9.8000000e-001  1.0089087e+000
  9.8666667e-001  1.0089087e+000
  9.9333333e-001  1.0044543e+000
  1.0000000e+000  1.0000000e+000
  1.0066667e+000  9.8913043e-001
  1.0133333e+000  9.6956522e-001
  1.0200000e+000  9.4130435e-001
  1.0266667e+000  9.0000000e-001
  1.0333333e+000  8.4565217e-001
  1.0400000e+000  7.7608696e-001
  1.0466667e+000  6.8913043e-001
  1.0533333e+000  6.0217391e-001
  1.0600000e+000  5.1739130e-001
  1.0666667e+000  4.3913043e-001
  1.0733333e+000  3.7391304e-001
  1.0800000e+000  3.1739130e-001
  1.0866667e+000  2.7173913e-001
  1.0933333e+000  2.3043478e-001
  1.1000000e+000  2.0217391e-001
