  7.4250000e-001  5.8576810e+002
  7.4750000e-001  5.7816852e+002
  7.5250000e-001  5.7838833e+002
  7.5750000e-001  5.7851652e+002
  7.6250000e-001  5.7626000e+002
  7.6750000e-001  5.7439836e+002
  7.7250000e-001  5.7020933e+002
  7.7750000e-001  5.7305141e+002
  7.8250000e-001  5.6970058e+002
  7.8750000e-001  5.6636058e+002
  7.9250000e-001  5.6949304e+002
  7.9750000e-001  5.5891175e+002
  8.0250000e-001  5.4966538e+002
  8.0750000e-001  5.5208077e+002
  8.1250000e-001  5.5209011e+002
  8.1750000e-001  5.5910139e+002
  8.2250000e-001  5.5830730e+002
  8.2750000e-001  5.5720726e+002
  8.3250000e-001  5.5933846e+002
  8.3750000e-001  5.5311497e+002
  8.4250000e-001  5.5473350e+002
  8.4750000e-001  5.5568157e+002
  8.5250000e-001  5.4913136e+002
  8.5750000e-001  5.4953574e+002
  8.6250000e-001  5.4665827e+002
  8.6750000e-001  5.2208945e+002
  8.7250000e-001  5.4364357e+002
  8.7750000e-001  5.3604871e+002
  8.8250000e-001  5.3762786e+002
  8.8750000e-001  5.3307767e+002
  8.9250000e-001  5.2841371e+002
  8.9750000e-001  5.3040213e+002
  9.0250000e-001  5.2309365e+002
  9.0750000e-001  5.2205426e+002
  9.1250000e-001  5.1847207e+002
  9.1750000e-001  5.1164027e+002
  9.2250000e-001  5.1106496e+002
  9.2750000e-001  5.0466407e+002
  9.3250000e-001  5.0268223e+002
  9.3750000e-001  4.9948027e+002
  9.4250000e-001  4.8848169e+002
  9.4750000e-001  4.8598823e+002
  9.5250000e-001  4.8226310e+002
  9.5750000e-001  4.7303523e+002
  9.6250000e-001  4.6951509e+002
  9.6750000e-001  4.6108073e+002
  9.7250000e-001  4.5645723e+002
  9.7750000e-001  4.5139285e+002
  9.8250000e-001  4.4071390e+002
  9.8750000e-001  4.3612327e+002
  9.9250000e-001  4.2216150e+002
  9.9750000e-001  4.0904708e+002
  1.0025000e+000  4.0736600e+002
