1.224606353822377058e-18 -2.999321443644275170e-34 2.000000000000000042e-02
1.224606353822377058e-18 -2.999321443644275170e-34 -2.000000000000000042e-02
6.123031769111886012e-21 -1.499660721822137010e-36 9.999999999999999124e-05
6.123031769111886012e-21 -1.499660721822137010e-36 -9.999999999999999124e-05
6.840402866513379913e-03 -1.675360162607417909e-18 -1.879385241571817147e-02
1.285575219373080030e-02 -3.148647163921740182e-18 -1.532088886237954924e-02
1.732050807568879039e-02 -4.242160848184058735e-18 -9.999999999999963779e-03
1.969615506024417068e-02 -4.824007326529157321e-18 -3.472963553338538102e-03
1.969615506024414986e-02 -4.824007326529151928e-18 3.472963553338649992e-03
1.732050807568875916e-02 -4.242160848184048720e-18 1.000000000000002970e-02
1.285575219373077949e-02 -3.148647163921735945e-18 1.532088886237957005e-02
6.840402866513372974e-03 -1.675360162607415983e-18 1.879385241571817147e-02
3.420201433256688737e-05 -8.376800813037086296e-21 -9.396926207859082484e-05
6.427876096865398580e-05 -1.574323581960869874e-20 -7.660444431189775323e-05
8.660254037844395899e-05 -2.121080424092029078e-20 -4.999999999999981266e-05
9.848077530122082573e-05 -2.412003663264576999e-20 -1.736481776669286154e-05
9.848077530122077152e-05 -2.412003663264576096e-20 1.736481776669316986e-05
8.660254037844380992e-05 -2.121080424092024865e-20 5.000000000000007016e-05
6.427876096865389093e-05 -1.574323581960866865e-20 7.660444431189783454e-05
3.420201433256686026e-05 -8.376800813037078773e-21 9.396926207859083839e-05
4.304467331639131168e-04 1.537680260643932081e-02 -1.278157491127402019e-02
-3.719990416746140043e-03 1.828590774556168932e-02 -7.196335819020961179e-03
-6.471125069701692649e-03 1.341236963829012079e-02 -1.335038879651644084e-02
-1.801642053934502871e-02 4.199380535128185640e-03 -7.600907450472818398e-03
-1.560407906235783924e-02 1.118777184112196982e-02 -5.598792534706393750e-03
-1.849240191120114091e-02 7.597356556050435285e-03 5.578932826642641262e-04
-1.486253513816324003e-03 -1.944616467638448157e-02 -4.431447830179790180e-03
7.594290737821027650e-04 -1.974463042123833847e-02 3.094000163316728159e-03
4.851643052026991323e-03 -1.935805640602707156e-02 -1.314234331005143929e-03
6.545018517642125881e-03 -1.848924349168843892e-02 3.912877165051083413e-03
1.106749199920645070e-02 -1.665174324581028889e-02 -4.796537533603067787e-04
1.187592793513160029e-02 -1.487803344801530078e-02 6.132410325418467811e-03
1.694621583112099900e-02 -1.056169255508809975e-02 1.129787314878545916e-03
2.262897010603815828e-03 5.867968315468064314e-03 -1.898542190650667066e-02
-1.379868791182024997e-02 -1.446301498195158922e-02 6.460723984428159896e-04
-1.874847264840209110e-02 -6.962745942845505014e-03 -1.222386498089038061e-04
-1.652470091737348948e-02 -9.038764551236602718e-03 6.725696616608889573e-03
-1.402431008344486030e-02 1.425600531861224984e-02 2.916145385368995265e-04
-1.468679010607133045e-02 1.230154793951734014e-02 5.741960873426616568e-03
-3.017021850225121149e-03 -4.096557453006677979e-03 -1.934207321332126125e-02
6.285588914552166576e-03 -5.429458746121940994e-03 -1.819374479653430160e-02
9.056334060768231678e-03 5.444823222837510274e-03 1.698048036575581024e-02
7.656721873643554215e-03 1.034603111368109958e-02 1.530797995636297947e-02
1.356299571696369978e-02 8.762506921409500549e-03 1.180100078950403926e-02
-1.449541666998088035e-02 3.465351605938866986e-03 -1.333694994407856084e-02
-1.336725937057310978e-02 1.002180483357816010e-02 -1.099453522426004082e-02
-1.557183811594423962e-02 -1.157134525820584930e-02 -4.860229069315880925e-03
-1.077610224977715997e-02 4.850963683398586655e-03 1.613517188147357839e-02
-5.837333921636725376e-03 4.748573443504668936e-04 1.912328536600929954e-02
-1.260664601656339041e-02 -1.818233588319836036e-03 1.541967907679572987e-02
1.909838908054216008e-02 5.857363733501246700e-03 -9.709915662312161447e-04
1.783841922096221153e-02 6.882571365040128855e-03 5.866942227628933922e-03
-1.746998791801107967e-02 6.666507743339277620e-03 7.096280480120857950e-03
-1.934895859976306157e-02 -1.393957870385781925e-04 5.059483167203056124e-03
1.335936631987513085e-02 -5.935532860657056348e-03 1.364905788658858990e-02
9.544443516479678147e-03 5.241805990040058170e-03 -1.677578814612026847e-02
1.494803308730672034e-02 4.342477318078711776e-03 -1.255783411113379003e-02
1.204171099193005953e-02 9.589104370238693206e-03 -1.276895742664608049e-02
1.868852667224708136e-02 -5.452679803399801753e-03 -4.583367079157560364e-03
-9.233140866435800634e-03 1.476391121260988044e-02 9.837481153563913672e-03
-1.353907661034334936e-02 9.106486080525083571e-03 1.156569564723439018e-02
-1.057741921671323006e-02 1.544913725369943987e-02 -7.031526209171217422e-03
1.647394442362705089e-02 -8.075925979053242415e-03 7.961694210913925276e-03
