224 304 65 325
224 301 299 308
228 278 94 332
221 247 235 234
223 279 231 314
234 235 233 248
20 205 3 323
220 289 117 339
224 65 304 288
68 224 299 288
228 111 293 316
301 224 234 308
232 286 220 315
228 276 111 316
290 320 221 344
247 315 245 244
239 251 238 252
222 286 32 221
231 313 227 315
224 291 88 301
335 353 340 236
278 71 94 332
221 247 234 232
183 357 296 311
220 231 289 302
278 94 71 93
295 322 294 332
294 295 225 322
231 223 289 302
223 330 314 331
220 232 290 320
247 315 244 234
237 238 230 251
228 295 276 328
285 153 323 284
225 322 295 327
220 114 117 287
223 231 289 314
234 291 222 303
241 242 231 279
220 286 114 287
220 302 232 315
228 94 278 293
228 233 278 324
222 32 291 221
74 304 318 300
287 313 231 315
220 117 114 118
223 314 289 331
222 286 232 315
229 56 299 5
293 305 228 316
117 118 220 339
301 234 224 291
34 229 293 316
232 234 222 315
87 304 227 325
232 302 245 315
288 299 229 335
75 229 316 340
232 333 290 348
74 318 304 288
231 242 241 244
40 229 340 288
220 232 302 333
247 315 234 232
91 316 275 340
245 302 232 333
325 291 303 329
220 286 232 320
222 291 32 329
227 315 303 326
357 296 311 273
361 183 296 126
68 224 288 65
40 229 288 299
335 340 353 229
110 276 228 295
220 118 320 339
237 238 251 241
55 221 286 320
233 235 234 301
239 251 240 349
224 88 299 301
114 286 220 320
241 244 242 254
237 282 230 223
27 227 313 325
245 333 232 348
114 220 118 320
68 224 65 89
224 299 288 335
84 286 222 287
129 357 297 128
231 244 245 315
336 321 238 242
338 317 22 276
178 188 20 354
224 291 234 303
338 22 317 115
225 295 294 349
293 278 233 334
220 117 289 287
228 293 233 305
238 279 241 223
303 313 222 315
129 139 163 297
326 234 315 303
58 278 293 334
227 303 313 325
356 357 273 297
238 283 279 223
235 221 234 301
274 225 309 333
110 295 228 332
227 231 315 326
74 67 288 304
228 294 295 328
231 287 220 289
276 228 305 316
231 242 326 336
130 178 141 284
222 291 234 221
232 286 222 221
293 233 278 228
238 242 241 279
338 328 276 295
232 290 333 220
129 357 128 138
235 278 233 324
259 261 262 253
238 226 283 346
241 238 251 252
227 304 303 325
326 315 234 244
87 300 227 304
32 222 84 286
177 213 161 312
111 228 110 276
94 228 111 293
223 289 274 331
75 229 340 92
262 261 259 280
158 285 284 153
141 178 3 284
228 295 294 332
275 24 226 347
239 240 251 260
231 302 241 223
227 231 306 313
231 279 306 314
23 276 275 316
224 246 234 308
238 239 230 251
284 153 323 159
223 274 237 282
275 226 24 318
192 188 178 354
282 295 225 349
236 340 275 353
275 276 23 317
290 309 225 333
251 252 239 260
287 289 231 306
290 294 235 348
222 234 232 221
226 300 73 318
91 23 275 316
30 222 329 313
244 315 231 326
178 3 354 20
220 274 309 333
200 138 128 357
233 301 234 308
239 256 252 321
228 94 110 332
341 239 238 321
231 279 242 336
274 289 223 302
239 328 305 341
225 295 282 327
225 240 294 348
236 335 288 340
354 3 178 284
282 283 230 223
241 279 231 223
277 284 307 296
236 288 304 318
234 247 235 248
336 321 242 236
284 132 355 140
275 321 236 353
233 278 235 301
234 244 247 253
295 328 294 349
223 237 274 302
73 300 226 337
341 238 239 230
229 56 5 34
234 248 233 308
234 246 224 303
231 306 289 314
220 231 302 315
224 304 246 335
229 92 40 340
101 301 88 291
235 294 278 324
231 220 287 315
24 226 347 100
228 110 94 111
158 148 140 284
65 288 67 304
231 245 302 315
227 313 303 315
65 89 224 325
220 274 289 339
287 306 231 313
220 309 290 333
299 229 335 351
289 314 48 331
314 330 223 345
246 304 303 326
230 283 238 223
228 278 294 324
274 331 289 339
292 14 342 172
231 242 244 326
225 333 240 348
276 317 275 341
112 276 295 338
224 303 246 304
224 246 308 335
88 301 101 76
239 230 251 349
100 73 226 337
84 287 222 313
226 238 279 336
242 279 238 336
24 226 100 73
354 3 281 20
97 332 322 295
342 215 17 312
70 331 314 330
285 120 197 311
233 299 301 308
