2.131420678508455676e-12 -5.220302611139716167e-28 3.480989089850186429e+04 1.000000000000000000e+00
2.131420678508455676e-12 -5.220302611139716167e-28 -3.480989089850186429e+04 1.000000000000000000e+00
2.131420678508456079e-12 -5.220302611139715271e-28 3.480989089850186429e+04 1.000000000000000000e+00
2.131420678508456079e-12 -5.220302611139715271e-28 -3.480989089850186429e+04 1.000000000000000000e+00
1.190568387425650690e+04 -2.915955223803027342e-12 -3.271059760768475826e+04 1.000000000000000000e+00
2.237536656409725765e+04 -5.480203212699654915e-12 -2.666592348837522150e+04 1.000000000000000000e+00
3.014624982106736934e+04 -7.383457814959161184e-12 -1.740494544925087393e+04 1.000000000000000000e+00
3.428105043835375545e+04 -8.396158436502682661e-12 -6.044674119309394882e+03 1.000000000000000000e+00
3.428105043835371907e+04 -8.396158436502672968e-12 6.044674119309589514e+03 1.000000000000000000e+00
3.014624982106730386e+04 -7.383457814959141797e-12 1.740494544925097944e+04 1.000000000000000000e+00
2.237536656409721763e+04 -5.480203212699646029e-12 2.666592348837525424e+04 1.000000000000000000e+00
1.190568387425649598e+04 -2.915955223803024515e-12 3.271059760768476190e+04 1.000000000000000000e+00
1.190568387425650508e+04 -2.915955223803026939e-12 -3.271059760768475462e+04 1.000000000000000000e+00
2.237536656409725038e+04 -5.480203212699654107e-12 -2.666592348837522150e+04 1.000000000000000000e+00
3.014624982106736934e+04 -7.383457814959159568e-12 -1.740494544925086666e+04 1.000000000000000000e+00
3.428105043835374090e+04 -8.396158436502676199e-12 -6.044674119309453999e+03 1.000000000000000000e+00
3.428105043835372635e+04 -8.396158436502672968e-12 6.044674119309561320e+03 1.000000000000000000e+00
3.014624982106731477e+04 -7.383457814959145028e-12 1.740494544925095761e+04 1.000000000000000000e+00
2.237536656409722127e+04 -5.480203212699642798e-12 2.666592348837525424e+04 1.000000000000000000e+00
1.190568387425649416e+04 -2.915955223803024111e-12 3.271059760768475462e+04 1.000000000000000000e+00
7.491901909526179679e+02 2.676324105489759313e+04 -2.224626140862386455e+04 1.000000000000000000e+00
-6.474623027520279720e+03 3.182652268015362279e+04 -1.252518323645503369e+04 1.000000000000000000e+00
-1.126295788334380813e+04 2.334415618996290141e+04 -2.323627887296594781e+04 1.000000000000000000e+00
-3.135748166780642714e+04 7.308998913455225193e+03 -1.322933795402843862e+04 1.000000000000000000e+00
-2.715881448661368267e+04 1.947225585933935508e+04 -9.744667864823813943e+03 1.000000000000000000e+00
-3.218592464900795312e+04 1.322315764165667497e+04 9.710102151275048072e+02 1.000000000000000000e+00
-2.586816133173063463e+03 -3.384594353896222310e+04 -7.712910774548064182e+03 1.000000000000000000e+00
1.321782160175265972e+03 -3.436542153972737287e+04 5.385090406250112210e+03 1.000000000000000000e+00
8.444258265976708572e+03 -3.369259157504237373e+04 -2.287417683867732194e+03 1.000000000000000000e+00
1.139156902638984320e+04 -3.218042743707551563e+04 6.810341360733375041e+03 1.000000000000000000e+00
1.926290945062094397e+04 -2.898226828282607312e+04 -8.348347411764600565e+02 1.000000000000000000e+00
2.066998778702007257e+04 -2.589513605548370106e+04 1.067342671863315809e+04 1.000000000000000000e+00
2.949479621118935756e+04 -1.838256827730681107e+04 1.966388658471677900e+03 1.000000000000000000e+00
3.938559902683241489e+03 1.021316684286545205e+04 -3.304402326137622003e+04 1.000000000000000000e+00
-2.401654103764696993e+04 -2.517279867925663712e+04 1.124485485116392510e+03 1.000000000000000000e+00
-3.263161437022115933e+04 -1.211862133122192790e+04 -2.127557031714058837e+02 1.000000000000000000e+00
-2.876115180320724539e+04 -1.573192039428961834e+04 1.170603827202893081e+04 1.000000000000000000e+00
-2.440923519657375800e+04 2.481249948946773657e+04 5.075535135443220156e+02 1.000000000000000000e+00
-2.556227806207697722e+04 2.141077708286444977e+04 9.993851577372348402e+03 1.000000000000000000e+00
-5.251110072236632732e+03 -7.130035899930354390e+03 -3.366477291532741219e+04 1.000000000000000000e+00
1.094003321741968284e+04 -9.449943329521074702e+03 -3.166611357012725057e+04 1.000000000000000000e+00
1.576250002978642442e+04 9.476685117430151877e+03 2.955443344680564041e+04 1.000000000000000000e+00
1.332648265308524969e+04 1.800721071498724632e+04 2.664345560787244176e+04 1.000000000000000000e+00
2.360632005821772327e+04 1.525109549658160904e+04 2.053957749878849791e+04 1.000000000000000000e+00
-2.522919364051798766e+04 6.031425566384009471e+03 -2.321288862360776329e+04 1.000000000000000000e+00
-2.326564201508133192e+04 1.744289664314671973e+04 -1.913592858181138581e+04 1.000000000000000000e+00
-2.710269929525758926e+04 -2.013986329935212416e+04 -8.459202182230652397e+03 1.000000000000000000e+00
-1.875574718129217217e+04 8.443075828584976989e+03 2.808317864113351607e+04 1.000000000000000000e+00
-1.015984784751492407e+04 8.264866174596044175e+02 3.328397386058506527e+04 1.000000000000000000e+00
-2.194179862163023790e+04 -3.164625641870252366e+03 2.683786731765856530e+04 1.000000000000000000e+00
3.324064201154060720e+04 1.019470962580100058e+04 -1.690005524193704559e+03 1.000000000000000000e+00
3.104767134417166017e+04 1.197907791590999659e+04 1.021138094257883495e+04 1.000000000000000000e+00
-3.040641867120556708e+04 1.160302036098290591e+04 1.235103746490877529e+04 1.000000000000000000e+00
-3.367675689286907436e+04 -2.426176069261853172e+02 8.806002852657249605e+03 1.000000000000000000e+00
2.325190420339868069e+04 -1.033076256519724120e+04 2.375611079497426181e+04 1.000000000000000000e+00
1.661205187477854997e+04 9.123334731220396861e+03 -2.919816775514136316e+04 1.000000000000000000e+00
2.601697004581714646e+04 7.558058083576946956e+03 -2.185684176650261725e+04 1.000000000000000000e+00
2.095853229301880128e+04 1.668978384711781837e+04 -2.222430074545825846e+04 1.000000000000000000e+00
3.252727872573315108e+04 -9.490359453040584413e+03 -7.977325398662991574e+03 1.000000000000000000e+00
-1.607023131055646081e+04 2.569650692730591982e+04 1.712208228358140695e+04 1.000000000000000000e+00
-2.356468898362551772e+04 1.584978934659020160e+04 2.013003018227535358e+04 1.000000000000000000e+00
-1.840994044607523028e+04 2.688913911386291511e+04 -1.223833300956032508e+04 1.000000000000000000e+00
2.867281040272203609e+04 -1.405610511176100954e+04 1.385728534245737865e+04 1.000000000000000000e+00
8.415493559655881199e+02 -2.941369138860607563e+04 -1.859717876299837735e+04 1.000000000000000000e+00
-2.011585435555148024e+03 -2.342806708031549715e+04 -2.566724958544064066e+04 1.000000000000000000e+00
-1.034786427987073876e+04 -2.763583163368233363e+04 -1.846377586317980604e+04 1.000000000000000000e+00
-1.188317056173885430e+04 -1.999171964764632139e+04 -2.590077039966452503e+04 1.000000000000000000e+00
3.590628111749540039e+03 -1.537630870750035865e+04 -3.102265341102152524e+04 1.000000000000000000e+00
-2.880049375097344091e+04 -6.171566971058504350e+03 1.855186850933033929e+04 1.000000000000000000e+00
